area_frac,perimeter_norm,equivalent_diameter_norm,aspect_ratio,eccentricity,solidity,compactness,extent,convexity,major_axis_norm,minor_axis_norm,boundary_curvature_mean,boundary_curvature_std,fractal_dimension,asymmetry_score,number_of_components,sample_id,geometry_id,prior,source_geometry_type,source_dir,mask_path,E_bg,E_lesion,contrast,heterogeneity
0.07177734375,1.3125,0.30230738078741853,2.6068391392492,0.9234967147446184,0.7726675427069646,0.5235987755982989,0.459375,1.2942176870748296,0.5658257694210087,0.21705434788890468,4.898979485566356,0.401811207201512,1.3351822644550702,0.446875,1.0,G0_blob_000,G0_blob_000,G0_random_field,,,,,,,
0.021728515625,0.453125,0.16632980894038768,1.5360614211675832,0.7590643215547441,1.0,1.3298537273221955,0.7063492063492064,1.0,0.20874814538013084,0.1358983062158141,3.073993852018444,0.19114383091511328,0.8831703099214305,0.15873015873015872,1.0,G0_blob_001,G0_blob_001,G0_random_field,,,,,,,
0.152587890625,1.453125,0.44077311214668463,1.707852677127935,0.8106503058344683,1.0,0.9080797356890372,0.8116883116883117,1.0,0.5885529054379565,0.3446157349050243,3.72,0.21562599081160969,1.5702270779448118,0.2766233766233766,1.0,G0_blob_002,G0_blob_002,G0_random_field,,,,,,,
0.014892578125,0.46875,0.13770192225168043,2.193300711121469,0.8900136740441009,1.0,0.8517206749732328,0.5648148148148148,1.0,0.22179245671228018,0.10112268490483196,3.8411063979868794,0.35341756862073365,1.045121111183233,0.6111111111111112,1.0,G0_blob_003,G0_blob_003,G0_random_field,,,,,,,
0.1513671875,1.515625,0.43900647933754006,1.8311730071845784,0.837721269168867,0.9401061410159213,0.8280529047616842,0.6060606060606061,1.0637096774193546,0.6229930793243459,0.34021530291241864,3.8956137451771196,0.2610417138471979,1.6106562940444886,0.5259042033235581,1.0,G0_blob_004,G0_blob_004,G0_random_field,,,,,,,
0.0458984375,0.984375,0.24174305712172028,2.106820749092204,0.8801752608379019,0.8103448275862067,0.5952324705214221,0.48081841432225064,1.2340425531914896,0.3955976203945053,0.18776994699950722,4.594747232183678,0.33536178832034685,1.4277674856837639,0.42710997442455245,1.0,G0_blob_005,G0_blob_005,G0_random_field,,,,,,,
0.0830078125,1.125,0.3250981842412562,3.49873795897765,0.9582841146359115,0.975609756097561,0.8241832578862112,0.4479578392621871,1.025,0.6262615305998189,0.17899640897451374,3.9047482407358114,0.42110328518946577,1.4389244803301446,0.6482213438735178,1.0,G0_blob_006,G0_blob_006,G0_random_field,,,,,,,
0.185302734375,1.734375,0.485731169633786,1.5279522805684782,0.7560873637802006,0.888758782201405,0.7741153555960241,0.5785060975609756,1.1251646903820818,0.661575347169547,0.43298168115787383,4.029044747955484,0.2719863512045306,1.511599090624178,0.3628048780487805,1.0,G0_blob_007,G0_blob_007,G0_random_field,,,,,,,
0.05810546875,1.171875,0.2719966554534692,2.726904065899318,0.9303328441497283,0.8292682926829268,0.5316971033275525,0.49583333333333335,1.2058823529411764,0.5139680526327519,0.18848043063196213,4.861527926641233,0.4271560771545739,1.2758160741013769,0.5375000000000001,1.0,G0_blob_008,G0_blob_008,G0_random_field,,,,,,,
0.2119140625,1.765625,0.5194394714117121,1.5074336554132515,0.7482834713674853,1.0,0.8542258354815382,0.8346153846153846,1.0,0.6570225237144152,0.43585501846467495,3.8354699181570386,0.20785444951374596,1.711581288850119,0.17307692307692307,1.0,G0_blob_009,G0_blob_009,G0_random_field,,,,,,,
0.0849609375,1.015625,0.32890063147214027,1.2524941930117106,0.6021182853623572,1.0,1.0350525381768028,0.8325358851674641,1.0,0.3735668672335271,0.29825836264778144,3.484365738222833,0.12316765209003463,1.597727992349992,0.14354066985645933,1.0,G0_blob_010,G0_blob_010,G0_random_field,,,,,,,
0.109375,1.3125,0.3731763325901154,2.436650522852405,0.9119058630333194,1.0,0.7978648009116935,0.8296296296296296,1.0,0.595691632270604,0.24447150983854352,3.9686269665968856,0.32762079651595216,1.542268897527035,0.2351851851851852,1.0,G0_blob_011,G0_blob_011,G0_random_field,,,,,,,
0.05712890625,1.21875,0.2697012839883559,1.6620786344102003,0.7987551287260992,0.7761194029850748,0.483321946706122,0.3979591836734694,1.2884615384615383,0.41591450998391916,0.25023756480180565,5.0990195135927845,0.33164600341711153,1.288445673973052,0.3520408163265306,1.0,G0_blob_012,G0_blob_012,G0_random_field,,,,,,,
0.1845703125,2.859375,0.484770276171226,3.336673063776733,0.9540335815725991,0.5862737495153161,0.28368049760982816,0.2821948488241881,1.7056878306878305,1.231440206185832,0.3690622912848352,6.655645652197768,0.42775324721044633,1.4240167944569666,0.44755505785740946,1.0,G0_blob_013,G0_blob_013,G0_random_field,,,,,,,
0.046142578125,0.734375,0.242385138085613,1.1199728389103496,0.45029707481636766,1.0,1.0751670647867286,0.7875,1.0,0.2645230990871922,0.23618706623685046,3.4187469470305474,0.13838171955082254,1.2362731504734916,0.2583333333333333,1.0,G0_blob_014,G0_blob_014,G0_random_field,,,,,,,
0.046142578125,1.203125,0.242385138085613,4.196442866022668,0.9711923140674109,0.7311411992263056,0.40058088144946596,0.4772727272727273,1.3677248677248677,0.6602385572534372,0.15733290749629636,5.600925849390471,0.48755776210033075,1.1924812503605784,0.4090909090909091,1.0,G0_blob_015,G0_blob_015,G0_random_field,,,,,,,
0.0791015625,1.6875,0.31735664074561293,2.79614943414653,0.9338615731127872,0.6742976066597295,0.3490658503988659,0.3894230769230769,1.4830246913580247,0.6461567336715432,0.23108805480160968,6.0,0.44765532661244906,1.4389244803301446,0.47596153846153844,1.0,G0_blob_016,G0_blob_016,G0_random_field,,,,,,,
0.173828125,2.84375,0.4704517432608439,1.4973700692199217,0.7443070399812779,0.45077556188667295,0.2701139921936883,0.3449612403100775,2.218398876404495,0.8958611471109936,0.5982897384730727,6.8207383698623385,0.40403364999736807,1.4095925793177102,0.374031007751938,1.0,G0_blob_017,G0_blob_017,G0_random_field,,,,,,,
0.081787109375,2.046875,0.32269890285811315,1.0557404345727763,0.32063590920690377,0.5214007782101167,0.24530820790223895,0.3087557603686636,1.9179104477611943,0.5215780050501101,0.49404000071397824,7.157294577676805,0.37619301580352793,1.2893919447562305,0.3087557603686636,1.0,G0_blob_018,G0_blob_018,G0_random_field,,,,,,,
0.20849609375,4.578125,0.515233414565971,1.7146906818482628,0.8123317879075419,0.3356918238993711,0.12500647071792023,0.24261363636363636,2.978922716627635,1.2325922824030657,0.7188423518313263,10.02625359364712,0.4158257598716882,1.5367344595779588,0.2980113636363636,1.0,G0_blob_019,G0_blob_019,G0_random_field,,,,,,,
0.300537109375,2.859375,0.6185917331460604,3.8472141159806594,0.9656279072184196,0.6563583044521462,0.46191890549960113,0.3629127358490566,1.5235580828594637,1.4417117282697098,0.3747417442354169,5.215813610221505,0.4461922696994074,1.598692195330428,0.6677476415094339,1.0,G0_blob_020,G0_blob_020,G0_random_field,,,,,,,
0.14013671875,1.84375,0.4224069270051446,3.771757779077759,0.9642131228606537,0.8989819890368048,0.5180333763747605,0.6522727272727272,1.1123693379790942,0.8946850611067149,0.2372063938118201,4.925224839665125,0.4710723598282918,1.608109459411293,0.4340909090909091,1.0,G0_blob_021,G0_blob_021,G0_random_field,,,,,,,
0.046142578125,1.34375,0.242385138085613,2.843702172446914,0.9361299467740257,0.516393442622951,0.3211254794637485,0.28125,1.9365079365079358,0.572687127860541,0.20138787156031962,6.255579520098448,0.45322202483875484,1.1398372580671612,0.2976190476190476,1.0,G0_blob_022,G0_blob_022,G0_random_field,,,,,,,
0.045654296875,0.765625,0.24109926621275513,1.2275075712770154,0.5799403709477554,1.0,0.9787219095731634,0.6470588235294118,1.0,0.28498281867742353,0.23216379706802687,3.58323487822294,0.197250341595551,1.3963889503698734,0.3806228373702422,1.0,G0_blob_023,G0_blob_023,G0_random_field,,,,,,,
0.1923828125,2.171875,0.49492363512199555,3.254386992233614,0.9516199445798522,0.8086198050282196,0.5125148824654535,0.5211640211640212,1.2366751269035532,0.9971711557675137,0.30640829076173137,4.951669974159721,0.43699381860724074,1.6568954914002594,0.6997354497354498,1.0,G0_blob_024,G0_blob_024,G0_random_field,,,,,,,
0.11865234375,1.828125,0.3886809181552524,3.29293228370118,0.952773860334646,0.7063953488372091,0.44614333542103574,0.4136170212765957,1.415637860082305,0.8137654194569696,0.24712485692002023,5.30722777603022,0.4167272481640159,1.5396069557639869,0.37446808510638296,1.0,G0_blob_025,G0_blob_025,G0_random_field,,,,,,,
0.2431640625,2.734375,0.5564225914118267,1.2763778280949678,0.6214333003441248,0.6526867627785059,0.4086891471641383,0.44543828264758495,1.5321285140562249,0.8269388425526661,0.6478793538641275,5.5450871920891815,0.34939293624715667,1.5107902716345707,0.45572450805008946,1.0,G0_blob_026,G0_blob_026,G0_random_field,,,,,,,
0.049560546875,0.84375,0.25120200663997627,1.318363983810234,0.6516545708740024,0.9643705463182897,0.8748193534687627,0.628482972136223,1.036945812807882,0.3095967202172539,0.23483402460865271,3.790056994255421,0.22326597010379837,1.2013213612167275,0.3219814241486068,1.0,G0_blob_027,G0_blob_027,G0_random_field,,,,,,,
0.066162109375,1.515625,0.29024164763063043,3.0579677792952484,0.9450192987168833,0.6650306748466258,0.3619392535329297,0.3011111111111111,1.503690036900369,0.6390613809084316,0.2089823788319026,5.892330370538633,0.4486669029610799,1.2029046155025023,0.35333333333333333,1.0,G0_blob_028,G0_blob_028,G0_random_field,,,,,,,
0.060302734375,0.875,0.27709172860608894,1.4302993147722896,0.7149707566577032,1.0,0.9897619712202537,0.771875,1.0,0.3404129944083774,0.23800122875859225,3.5631946726643555,0.20180919522995125,1.3254118235676182,0.26875000000000004,1.0,G0_blob_029,G0_blob_029,G0_random_field,,,,,,,
