area_frac,perimeter_norm,equivalent_diameter_norm,aspect_ratio,eccentricity,solidity,compactness,extent,convexity,major_axis_norm,minor_axis_norm,boundary_curvature_mean,boundary_curvature_std,fractal_dimension,asymmetry_score,number_of_components,sample_id,geometry_id,source_geometry_type,source_dir,mask_path,E_bg,E_lesion,contrast,heterogeneity
0.2169952392578125,2.78125,0.525630021633387,2.4365315915937504,0.9118968473174451,0.6912122095849129,0.35251695750773615,0.5605439495467087,1.44673370367766,0.9482634593695075,0.3891857846789676,5.97055805285277,0.37169938227061444,1.783892277965634,0.35644461962948365,1.0,basal_cell_carcinoma_BCN_0000016844__cancer_observed,basal_cell_carcinoma_BCN_0000016844,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__cancer_observed,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__cancer_observed\interp_lesion_mask.csv,3.00000023841858,34.79068240994651,11.596893215010567,0.146907685143797
0.2169952392578125,2.78125,0.525630021633387,2.4365315915937504,0.9118968473174451,0.6912122095849129,0.35251695750773615,0.5605439495467087,1.44673370367766,0.9482634593695075,0.3891857846789676,5.97055805285277,0.37169938227061444,1.783892277965634,0.35644461962948365,1.0,basal_cell_carcinoma_BCN_0000016844__cancer_homogenized,basal_cell_carcinoma_BCN_0000016844,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__cancer_homogenized,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__cancer_homogenized\interp_lesion_mask.csv,3.00000023841858,34.7906824099465,11.596893215010562,0.0
0.2169952392578125,2.78125,0.525630021633387,2.4365315915937504,0.9118968473174451,0.6912122095849129,0.35251695750773615,0.5605439495467087,1.44673370367766,0.9482634593695075,0.3891857846789676,5.97055805285277,0.37169938227061444,1.783892277965634,0.35644461962948365,1.0,basal_cell_carcinoma_BCN_0000016844__normal_3kPa,basal_cell_carcinoma_BCN_0000016844,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__normal_3kPa,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__normal_3kPa\interp_lesion_mask.csv,3.0,3.0,1.0,0.0
0.2169952392578125,2.78125,0.525630021633387,2.4365315915937504,0.9118968473174451,0.6912122095849129,0.35251695750773615,0.5605439495467087,1.44673370367766,0.9482634593695075,0.3891857846789676,5.97055805285277,0.37169938227061444,1.783892277965634,0.35644461962948365,1.0,basal_cell_carcinoma_BCN_0000016844__normal_9p5kPa,basal_cell_carcinoma_BCN_0000016844,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__normal_9p5kPa,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\basal_cell_carcinoma_BCN_0000016844__normal_9p5kPa\interp_lesion_mask.csv,9.5,9.5,1.0,0.0
0.15252685546875,1.30859375,0.4406849487070295,1.417669542590093,0.7088263668179722,0.9852158486102898,1.1192999836144735,0.7212121212121212,1.0150060024009604,0.5266806701684116,0.3715115930375157,3.3506702010670235,0.12587200220725414,1.7585747731755839,0.284992784992785,1.0,benign_nevi_BCN_0000002637__cancer_observed,benign_nevi_BCN_0000002637,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__cancer_observed,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__cancer_observed\interp_lesion_mask.csv,3.00000023841858,22.421188148416103,7.473728788846766,0.1173685056620438
0.15252685546875,1.30859375,0.4406849487070295,1.417669542590093,0.7088263668179722,0.9852158486102898,1.1192999836144735,0.7212121212121212,1.0150060024009604,0.5266806701684116,0.3715115930375157,3.3506702010670235,0.12587200220725414,1.7585747731755839,0.284992784992785,1.0,benign_nevi_BCN_0000002637__cancer_homogenized,benign_nevi_BCN_0000002637,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__cancer_homogenized,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__cancer_homogenized\interp_lesion_mask.csv,3.00000023841858,22.4211881484161,7.473728788846765,0.0
0.15252685546875,1.30859375,0.4406849487070295,1.417669542590093,0.7088263668179722,0.9852158486102898,1.1192999836144735,0.7212121212121212,1.0150060024009604,0.5266806701684116,0.3715115930375157,3.3506702010670235,0.12587200220725414,1.7585747731755839,0.284992784992785,1.0,benign_nevi_BCN_0000002637__normal_3kPa,benign_nevi_BCN_0000002637,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__normal_3kPa,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__normal_3kPa\interp_lesion_mask.csv,3.0,3.0,1.0,0.0
0.15252685546875,1.30859375,0.4406849487070295,1.417669542590093,0.7088263668179722,0.9852158486102898,1.1192999836144735,0.7212121212121212,1.0150060024009604,0.5266806701684116,0.3715115930375157,3.3506702010670235,0.12587200220725414,1.7585747731755839,0.284992784992785,1.0,benign_nevi_BCN_0000002637__normal_9p5kPa,benign_nevi_BCN_0000002637,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__normal_9p5kPa,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\benign_nevi_BCN_0000002637__normal_9p5kPa\interp_lesion_mask.csv,9.5,9.5,1.0,0.0
0.0595855712890625,1.00390625,0.275439114253714,1.3180420505522392,0.6514388593266779,0.8058192323565829,0.7429586708212474,0.5223381487426432,1.2409731113956464,0.3570778055381461,0.27091533641778426,4.1126580779429185,0.2534256500244032,1.6452713136997572,0.4147940074906367,1.0,melanoma_BCN_0000018489__cancer_observed,melanoma_BCN_0000018489,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\melanoma_BCN_0000018489__cancer_observed,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\melanoma_BCN_0000018489__cancer_observed\interp_lesion_mask.csv,3.00000023841858,24.52131932804435,8.173772459755043,0.1304875174833426
0.0595855712890625,1.00390625,0.275439114253714,1.3180420505522392,0.6514388593266779,0.8058192323565829,0.7429586708212474,0.5223381487426432,1.2409731113956464,0.3570778055381461,0.27091533641778426,4.1126580779429185,0.2534256500244032,1.6452713136997572,0.4147940074906367,1.0,melanoma_BCN_0000018489__cancer_homogenized,melanoma_BCN_0000018489,clinical_mask,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\melanoma_BCN_0000018489__cancer_homogenized,H:\My Drive\MN_simulation\magnetic_sensitivity_shape_ratio\packages\lesions\melanoma_BCN_0000018489__cancer_homogenized\interp_lesion_mask.csv,3.00000023841858,24.521319328044296,8.173772459755025,1.4488264808563416e-16
